,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
3987,4,2.5,2150,7944,2.0,0,0,3,8,2150,0,2170,8319,2,78,300499,26,0
3988,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,2490,7951,3,69,470000,24,0
3989,4,2.5,2150,8173,2.0,0,0,3,8,2150,0,2080,7620,1,72,415000,29,0
3990,5,3.25,2750,7500,2.0,0,1,3,7,2150,600,2750,7500,3,54,750000,79,19
3991,5,3.25,3030,7410,2.0,0,0,3,8,2150,880,2020,7410,3,75,580000,2,0
3992,4,2.5,2150,6807,2.0,0,0,4,8,2150,0,1910,7240,2,52,316500,25,0
3993,3,2.5,2150,5193,2.0,0,0,3,8,2150,0,2150,7172,2,74,587000,21,0
3994,3,2.5,2150,8060,2.0,0,0,3,8,2150,0,2150,7172,3,79,569000,21,0
3995,3,2.5,2150,7484,2.0,0,0,3,8,2150,0,2150,6879,1,58,580000,28,0
3996,3,2.5,2150,7484,2.0,0,0,3,8,2150,0,2150,6879,3,67,368250,28,0
3997,4,2.5,2150,5000,2.0,0,0,3,8,2150,0,2030,6380,1,70,580000,15,0
3998,4,1.0,2290,6300,1.5,0,4,4,7,2150,140,2390,6300,2,73,825000,95,0
3999,3,2.5,2150,11672,2.0,0,0,3,8,2150,0,2150,5450,1,62,378000,12,0
4000,4,2.5,2150,5397,2.0,0,0,3,8,2150,0,2260,5080,1,80,400000,18,0
4001,4,3.25,2980,3600,2.0,0,0,3,9,2150,830,2980,4800,3,57,1630000,17,0
4002,2,2.5,2150,5760,1.0,0,0,3,8,2150,0,1640,4680,3,58,741500,6,0
4003,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,2970,4320,3,62,842500,106,0
4004,3,2.5,2150,4604,2.0,0,0,3,8,2150,0,2280,4253,2,80,580000,13,0
4005,4,2.5,2150,3721,2.0,0,0,3,8,2150,0,2150,3721,3,71,260000,10,0
4006,4,2.5,2150,3143,2.0,0,0,3,7,2150,0,2640,3200,1,55,435000,6,0
4007,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,1750,2385,3,57,465000,9,0
4008,4,3.25,2600,2074,2.0,0,0,3,8,2150,450,2510,2074,2,58,661000,5,0
4009,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1140,3840,3,75,734000,106,0
4010,4,1.75,2140,49658,1.0,0,0,5,7,2140,0,1720,99316,1,56,360000,57,0
4011,3,2.5,2140,40173,2.0,0,0,4,8,2140,0,2380,43016,1,77,545000,26,0
4012,5,3.5,3580,5562,1.5,0,0,4,8,2140,1440,2430,21343,2,61,600000,79,0
4013,3,2.25,2140,11266,2.0,0,0,3,7,2140,0,2000,14174,3,65,400000,30,0
4014,6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1710,12000,1,59,230000,113,37
4015,3,2.25,2140,10256,2.0,0,0,3,8,2140,0,2040,11717,2,66,393000,29,0
4016,4,2.75,2140,10316,2.0,0,0,3,8,2140,0,1920,11337,3,68,359500,23,0
4017,4,1.75,2140,11651,2.5,0,0,3,8,2140,0,2030,10978,3,63,340000,86,15
4018,5,1.75,2140,12058,1.0,0,0,4,8,2140,0,1640,10125,3,52,250750,65,0
4019,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,2680,10083,3,60,799000,57,0
4020,4,3.0,3140,9058,1.0,0,0,3,9,2140,1000,2760,10018,2,79,946000,27,0
4021,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,2260,9984,3,60,835000,23,0
4022,4,3.5,3350,9681,1.0,0,1,3,7,2140,1210,2580,9681,1,55,400000,36,0
4023,3,2.75,3940,9671,1.0,0,4,5,9,2140,1800,3390,9360,3,75,1450000,49,0
4024,3,2.5,2140,9492,2.0,0,0,3,8,2140,0,2180,9184,1,65,302000,22,0
4025,3,2.5,2140,8925,2.0,0,0,3,8,2140,0,2310,8956,2,64,640000,25,0
4026,3,2.0,2140,26600,1.0,0,0,4,7,2140,0,2310,8783,3,75,365000,33,0
4027,4,4.25,3500,8750,1.0,0,4,5,9,2140,1360,3110,8750,2,62,1080000,65,0
4028,4,2.5,2140,7350,2.0,0,0,3,8,2140,0,2120,8395,1,66,365000,31,0
4029,4,2.5,2140,7245,2.0,0,0,3,7,2140,0,2080,7875,2,75,495000,13,0
4030,4,2.25,2140,9377,2.0,0,0,4,8,2140,0,2030,7846,2,67,322500,30,0
4031,5,3.25,3370,7313,2.0,0,0,4,8,2140,1230,2990,7806,3,52,690000,28,0
4032,4,2.5,2140,7754,2.0,0,0,3,8,2140,0,1690,7775,3,62,525000,20,0
4033,3,2.5,2140,7715,2.0,0,0,3,7,2140,0,1990,7628,3,60,349950,25,0
4034,3,2.25,2140,7200,2.0,0,0,4,7,2140,0,1890,7455,3,64,280000,37,0
4035,4,2.75,2140,8100,2.0,0,0,4,7,2140,0,1960,7002,1,72,304400,26,0
4036,4,2.75,2390,6820,2.0,0,0,4,7,2140,250,1980,6820,3,53,799000,71,0
4037,4,2.25,2140,6355,2.0,0,0,3,7,2140,0,2480,5746,1,72,435000,14,0
4038,5,2.75,2790,4807,1.5,0,0,4,7,2140,650,1056,4807,2,73,288000,67,0
4039,4,3.25,2980,7000,2.0,0,3,3,10,2140,840,2200,4800,3,53,1400000,116,2
4040,3,2.25,2140,3000,2.0,0,0,3,9,2140,0,1430,4712,1,50,780000,111,10
4041,3,2.5,2140,3821,2.0,0,0,3,8,2140,0,2860,3841,1,66,420000,11,0
4042,5,2.0,3370,5000,1.5,0,0,4,7,2140,1230,1920,3200,1,75,762000,109,0
4043,5,3.0,2640,3200,2.0,0,0,4,7,2140,500,1540,2242,2,74,739375,110,0
4044,5,3.0,2920,2808,2.0,0,0,3,8,2140,780,1620,1544,3,69,830000,56,24
4045,3,2.5,2134,1984,2.5,0,0,3,8,2134,0,2170,1984,3,74,611000,8,0
4046,3,2.5,2130,219978,2.0,0,0,3,8,2130,0,3340,217800,1,65,515000,30,0
4047,3,2.0,2130,35169,1.0,0,0,4,8,2130,0,2860,43560,1,62,880000,27,0
4048,5,4.75,3830,35000,1.0,0,0,3,8,2130,1700,2750,36150,2,61,480000,40,0
4049,4,3.75,2130,34689,1.5,1,4,3,9,2130,0,3030,28598,1,60,1340000,61,0
4050,5,3.25,3030,20446,2.0,0,2,3,9,2130,900,2890,20908,1,77,790000,40,0
4051,3,1.75,2130,20423,1.0,0,0,3,9,2130,0,2370,20875,3,72,667500,63,0
4052,4,2.75,2970,12750,1.5,0,1,4,7,2130,840,1980,15300,2,66,1570000,98,30
4053,4,2.25,2130,11900,2.0,0,0,3,9,2130,0,2590,11900,3,62,649990,40,0
4054,3,2.5,2690,11575,1.0,0,3,3,8,2130,560,2390,11782,2,52,650000,59,0
4055,4,2.25,2130,11843,2.0,0,0,4,9,2130,0,2380,11643,1,67,850000,44,0
4056,4,2.25,2130,9000,2.0,0,0,4,8,2130,0,2110,10431,1,58,586000,51,0
4057,3,2.25,2130,12286,2.0,0,0,3,8,2130,0,2130,10158,3,54,534950,39,0
4058,4,2.25,2130,10650,2.0,0,0,4,8,2130,0,3380,10050,3,62,686000,39,0
4059,4,2.25,2130,9600,1.0,0,0,4,7,2130,0,1710,9600,3,53,305000,50,0
4060,3,2.5,2130,6969,2.0,0,0,3,7,2130,0,1670,9545,2,55,320000,13,0
4061,4,2.75,2910,9000,1.0,0,0,4,8,2130,780,1970,9000,1,74,539950,50,0
4062,4,2.25,2130,8734,2.0,0,2,4,8,2130,0,2550,8800,3,68,802000,55,0
4063,4,2.5,2130,10375,2.0,0,0,4,8,2130,0,2220,8508,1,55,435000,30,0
4064,4,2.25,2130,8410,2.0,0,0,4,8,2130,0,2170,8400,1,76,671500,39,0
4065,3,2.0,2130,8225,1.0,0,0,4,8,2130,0,2580,8225,1,57,397500,29,0
4066,3,2.5,2130,8022,2.0,0,0,3,8,2130,0,2130,7605,3,57,475000,31,0
4067,3,2.5,2130,7199,2.0,0,0,3,8,2130,0,1890,7546,1,56,546500,26,0
4068,3,3.0,2270,5175,2.0,0,0,3,9,2130,140,2850,5661,1,62,640000,14,0
4069,3,2.5,2130,5205,2.0,0,0,3,8,2130,0,2250,5462,3,50,456000,3,0
4070,4,2.25,2860,5658,2.0,0,3,3,10,2130,730,2700,5221,3,77,1300000,83,0
4071,3,1.0,2130,3825,1.5,0,0,3,7,2130,0,1780,5150,1,58,335000,99,0
4072,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1900,5080,1,64,955500,102,23
4073,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,2560,5000,1,71,749000,96,0
4074,4,3.0,2130,4838,1.5,0,0,4,7,2130,0,1070,4838,1,80,370000,86,0
4075,4,2.5,2130,6003,2.0,0,0,3,8,2130,0,1940,4529,3,62,381000,13,0
4076,4,3.75,2930,3200,1.5,0,0,5,9,2130,800,1900,4320,2,62,1100000,91,0
4077,4,2.5,2130,4750,2.0,0,0,3,8,2130,0,2130,4071,1,67,370000,7,0
4078,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,2510,4056,1,65,750000,110,0
4079,3,2.0,2130,4000,2.0,0,0,3,7,2130,0,2010,4000,1,72,645000,108,0
4080,4,2.5,2120,215186,2.0,0,0,2,7,2120,0,2000,215186,1,62,396400,33,0
4081,5,2.0,2120,137565,1.5,0,0,3,7,2120,0,2120,157123,1,54,437000,103,0
4082,4,2.25,2120,53578,2.0,0,2,4,7,2120,0,2120,53578,3,77,379500,31,0
4083,3,2.25,2120,54014,2.0,0,0,4,9,2120,0,3280,50690,3,63,835000,52,0
4084,4,2.5,2120,57050,2.0,0,0,3,9,2120,0,3320,39082,1,67,475000,27,0
4085,4,2.75,2950,15540,1.0,0,0,4,8,2120,830,2840,17136,3,60,402000,42,0
4086,3,2.25,2120,15003,2.0,0,0,3,7,2120,0,2070,15203,1,74,345000,32,0
4087,3,2.25,2120,18500,2.0,0,0,4,8,2120,0,2120,14479,2,62,375000,33,0
4088,4,2.5,3180,20870,2.0,0,0,3,8,2120,1060,2700,14190,1,64,523000,49,0
4089,3,2.25,2120,40518,1.0,0,0,3,8,2120,0,2480,13492,2,64,530000,49,0
4090,4,2.75,2500,12848,1.0,0,1,3,8,2120,380,2370,12497,3,67,390000,41,0
4091,3,2.25,2120,13090,1.0,0,0,3,8,2120,0,1400,12039,3,53,340000,19,0
4092,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1880,12000,3,60,403950,23,0
4093,3,2.5,2120,9307,2.0,0,0,4,9,2120,0,2290,11524,1,65,719000,32,0
4094,4,3.0,2120,13000,2.0,0,0,4,8,2120,0,2180,11440,1,60,385000,38,0
4095,3,2.25,2120,9297,2.0,0,0,4,8,2120,0,2620,10352,3,68,720000,35,0
4096,3,2.5,2120,9653,2.0,0,0,3,8,2120,0,1780,9801,1,67,374950,24,0
4097,4,2.25,2120,9680,2.0,0,2,4,8,2120,0,2360,9647,3,76,369160,51,0
4098,4,2.5,2120,9603,2.0,0,0,3,8,2120,0,1990,9611,3,64,575000,31,0
4099,5,4.5,2120,8944,2.0,1,4,5,8,2120,0,2870,8944,3,57,1000000,77,53
4100,3,2.5,2120,9736,2.0,0,0,3,9,2120,0,2490,8763,2,62,531000,28,0
4101,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,1740,8676,3,70,471750,15,0
4102,4,2.0,2120,8701,1.5,0,0,4,7,2120,0,1720,8527,2,80,250000,56,0
4103,4,2.5,2120,8448,2.0,0,0,4,9,2120,0,2140,8122,2,78,690000,27,0
4104,6,3.5,2120,5840,2.0,0,0,5,7,2120,0,1860,8000,2,77,317000,37,0
4105,4,3.0,2120,7650,2.0,0,0,3,8,2120,0,2260,7885,2,57,295000,52,0
4106,4,2.25,2120,50965,2.0,0,0,3,8,2120,0,2150,7746,3,57,450000,20,0
4107,3,2.0,2120,7560,1.0,0,0,3,9,2120,0,2660,7700,1,67,386000,25,0
4108,4,2.5,2720,7697,1.0,0,0,4,8,2120,600,2340,7700,1,70,348000,29,0
4109,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1730,7700,1,68,290000,54,0
4110,3,2.75,2120,7650,1.0,0,0,4,7,2120,0,1180,7650,2,53,370000,58,0
4111,4,1.75,2120,7620,2.0,0,0,3,8,2120,0,1820,7620,3,61,397950,45,14
4112,3,2.5,2120,7201,2.0,0,0,3,8,2120,0,1930,7206,2,70,507000,13,0
4113,4,3.5,3190,6875,2.0,0,2,3,8,2120,1070,2550,6875,2,69,675000,17,0
4114,3,3.5,2760,4500,2.0,0,0,3,9,2120,640,1950,6000,1,50,952000,12,0
4115,4,2.5,2120,4558,2.0,0,0,3,7,2120,0,2370,5506,3,59,329950,14,0
4116,6,2.25,2770,5854,1.5,0,0,3,8,2120,650,2300,5450,1,62,685000,95,0
4117,4,2.25,2290,5350,2.0,0,0,4,9,2120,170,2910,5350,1,70,975000,58,0
4118,4,2.5,2120,5293,2.0,0,0,3,7,2120,0,1990,5313,1,76,319990,13,0
4119,3,1.5,2120,4370,1.5,0,0,3,8,2120,0,1960,5120,2,69,733500,112,0
4120,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2530,4816,2,75,437500,16,0
4121,3,2.5,2120,3742,2.0,0,0,3,7,2120,0,2250,4696,2,76,400000,10,0
4122,3,2.5,2120,4512,2.0,0,0,3,8,2120,0,2000,4553,2,74,475226,28,0
4123,3,2.5,2120,4310,2.0,0,0,3,7,2120,0,2280,4380,1,58,559950,15,0
4124,3,2.0,2120,4080,2.0,0,0,3,7,2120,0,2280,4080,3,78,535000,13,0
4125,4,3.75,2690,4000,2.0,0,3,4,9,2120,570,2830,4000,3,68,800000,107,27
4126,4,2.5,2120,3720,2.0,0,0,3,8,2120,0,2170,3720,3,62,615000,12,0
4127,4,2.5,2120,3640,2.0,0,0,3,8,2120,0,2190,3640,3,58,599000,11,0
4128,4,2.0,2120,3360,2.0,0,0,3,9,2120,0,2090,3600,1,72,1200000,111,0
4129,4,4.0,2850,2970,2.0,0,0,3,8,2120,730,2380,3559,1,51,620000,17,0
4130,4,2.5,2120,3220,2.0,0,0,3,9,2120,0,2120,3547,2,57,637250,11,0
4131,3,2.5,2120,4780,2.0,0,0,3,7,2120,0,1690,2650,2,58,575000,12,0
4132,4,2.25,2115,6234,2.0,0,0,3,7,2115,0,2440,6366,1,70,272000,18,0
4133,3,2.5,2110,208737,2.0,0,3,3,9,2110,0,2390,125017,1,70,500000,39,0
4134,4,1.75,2110,265716,1.0,0,0,4,8,2110,0,2110,110597,3,64,568000,37,0
4135,5,3.5,4220,26784,1.0,0,0,3,10,2110,2110,3450,33945,3,76,1640000,58,10
4136,3,2.0,2380,17950,2.0,0,0,4,8,2110,270,2030,23900,1,54,550000,82,0
4137,3,2.0,2110,18815,2.0,0,0,5,7,2110,0,2690,21010,3,65,1150000,37,0
4138,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,3150,15542,3,63,1140000,47,0
4139,3,2.25,2110,13300,2.0,0,0,4,8,2110,0,2470,14000,2,55,370000,31,0
4140,3,2.25,2110,11319,2.0,0,0,4,8,2110,0,1860,11319,3,58,479000,38,0
4141,3,1.75,2110,11250,1.0,0,0,4,8,2110,0,2560,10992,1,65,743000,55,0
4142,4,2.25,2110,12653,2.0,0,0,4,8,2110,0,2350,10980,2,71,825000,44,0
4143,3,1.75,2110,10200,2.0,0,0,4,7,2110,0,1800,10200,3,50,305495,50,0
4144,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,2520,10194,2,50,606000,29,0
4145,4,2.5,2110,10100,1.0,0,2,3,8,2110,0,2230,10100,2,66,981000,48,11
4146,3,1.75,2110,19600,1.0,0,0,4,8,2110,0,880,10077,3,59,400000,57,0
4147,3,3.0,2110,7794,1.0,0,0,3,6,2110,0,1330,10044,2,74,243500,35,0
4148,4,2.5,2110,9825,2.0,0,0,3,8,2110,0,1650,9900,3,67,420000,16,0
4149,2,1.75,2110,9519,1.0,0,0,2,7,2110,0,1480,9519,2,77,400000,68,0
4150,4,2.5,2110,8990,2.0,0,0,3,8,2110,0,2040,8800,2,50,260000,39,0
4151,4,3.5,3270,15704,2.0,0,0,3,9,2110,1160,3020,8582,2,60,650000,26,0
4152,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,2420,8400,2,66,746000,50,0
4153,4,2.25,2110,10698,2.0,0,0,4,8,2110,0,2220,8252,1,66,565000,37,0
4154,3,2.5,2110,7434,2.0,0,0,4,7,2110,0,2100,7749,2,52,319000,38,0
4155,3,3.25,2760,6420,2.0,0,2,3,9,2110,650,2030,7725,3,50,375000,25,0
4156,4,2.5,2650,11520,2.0,0,0,3,8,2110,540,2000,7680,3,69,720000,28,0
4157,4,2.25,2110,13457,2.0,0,0,4,8,2110,0,2110,7560,1,57,475000,42,0
4158,3,2.5,2110,8304,1.0,0,0,4,7,2110,0,1680,7508,3,64,289000,31,0
4159,3,2.5,2110,8164,2.0,0,0,3,9,2110,0,2390,7499,1,70,535000,26,0
4160,4,2.75,2110,6838,2.0,0,0,4,8,2110,0,2100,7280,1,50,325000,25,0
4161,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,2130,7279,2,67,716125,32,0
4162,3,2.25,2110,8000,2.0,0,0,3,8,2110,0,1740,7270,1,70,385000,41,0
4163,3,2.25,2110,2850,3.0,0,0,3,8,2110,0,1340,5001,2,58,525000,15,0
4164,4,2.5,2110,3750,2.0,0,0,3,8,2110,0,1700,5000,3,71,772000,16,0
4165,3,2.5,3000,5000,1.5,0,0,4,7,2110,890,1970,5000,2,72,666000,98,0
4166,3,2.5,2110,11165,2.0,0,0,3,8,2110,0,2110,4871,1,80,548000,15,0
4167,3,2.5,2560,3600,2.0,0,0,3,9,2110,450,2690,4800,2,60,1400000,49,13
4168,3,2.5,2110,3600,2.0,0,0,3,9,2110,0,2540,4384,3,51,638000,11,0
4169,3,2.5,2110,4118,2.0,0,0,3,8,2110,0,2110,4044,3,79,345950,27,0
4170,4,3.25,2110,3000,2.0,0,0,3,8,2110,0,1780,4000,3,61,796000,15,0
4171,3,2.5,2110,3870,2.0,0,0,3,9,2110,0,2300,3870,1,55,590000,12,0
4172,3,2.5,2110,4038,2.0,0,0,4,8,2110,0,2110,3727,1,50,355000,27,0
4173,3,3.0,2560,3600,2.0,0,0,3,10,2110,450,2160,3600,1,68,925000,22,0
4174,4,2.5,2105,6093,2.0,0,0,3,8,2105,0,1930,8022,1,60,330000,13,0
4175,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1330,214315,2,64,506000,26,0
4176,3,2.25,2100,205603,2.0,0,0,3,8,2100,0,2396,187308,3,66,437500,33,0
4177,2,2.0,2100,58488,2.0,0,0,3,9,2100,0,1440,59346,3,58,370000,11,0
4178,3,2.0,2100,72745,1.0,0,0,4,9,2100,0,2290,54885,1,77,740000,21,0
4179,5,3.0,3520,36558,2.0,0,0,4,8,2100,1420,3000,36558,1,56,632000,31,0
4180,3,2.0,2100,31550,1.0,0,0,3,8,2100,0,1860,18452,3,58,399000,6,0
4181,3,2.25,2100,5562,2.0,0,1,4,8,2100,0,2420,18135,1,71,600000,37,0
4182,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,1930,17238,3,73,323000,53,0
4183,3,1.75,2100,15480,1.0,0,0,3,7,2100,0,1330,15657,3,69,299000,33,0
4184,3,2.75,2100,20150,1.0,0,0,4,7,2100,0,2100,15500,2,53,530000,61,0
4185,4,2.5,2100,169448,2.0,0,0,3,8,2100,0,2370,15440,1,68,305000,18,0
4186,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1340,12300,2,52,207000,102,0
4187,4,2.25,2100,12738,2.0,0,0,4,8,2100,0,2000,12090,2,76,375000,41,0
4188,4,2.5,2100,10750,1.0,0,2,4,8,2100,0,2310,10425,1,74,352500,49,0
4189,4,3.0,3600,9200,1.0,0,4,4,9,2100,1500,2700,9775,1,65,1080000,40,0
4190,4,2.0,2100,8880,1.0,0,0,4,7,2100,0,1280,9102,1,55,548000,58,0
4191,4,2.5,2100,8886,2.0,0,0,4,7,2100,0,1840,9058,3,79,485000,52,0
4192,3,2.25,2100,7335,2.0,0,0,3,8,2100,0,2050,8930,1,62,492000,33,0
4193,4,2.5,3070,8250,1.0,0,0,5,8,2100,970,2270,8800,3,74,880000,58,0
4194,4,2.5,2100,8501,2.0,0,0,5,7,2100,0,2130,8560,3,52,344000,23,0
4195,4,2.25,2100,8290,2.0,0,0,4,8,2100,0,2100,8290,1,78,625000,38,0
4196,3,2.5,2100,7851,2.0,0,0,3,8,2100,0,2100,8187,1,67,515000,30,0
4197,4,2.0,2100,12620,1.0,0,0,4,7,2100,0,1720,7840,2,59,500000,44,0
4198,3,3.5,2100,12384,2.0,0,0,3,9,2100,0,2400,7776,3,55,356000,36,0
4199,4,2.25,2100,8050,2.0,0,0,3,8,2100,0,2190,7700,3,54,283500,38,0
4200,3,2.5,2100,6825,2.0,0,0,3,8,2100,0,2180,7614,1,77,305000,22,0
4201,3,2.5,2100,6021,2.0,0,0,3,7,2100,0,2091,7547,1,62,277950,24,0
4202,3,2.25,2100,8163,2.0,0,0,3,7,2100,0,1410,7515,3,74,299900,32,0
4203,3,1.5,2100,10000,1.0,0,0,4,7,2100,0,1300,7500,1,59,245000,62,0
4204,4,2.25,2100,7350,2.0,0,0,3,8,2100,0,1780,7350,1,78,465000,37,0
4205,4,2.5,2100,7366,2.0,0,0,3,8,2100,0,2060,7324,3,53,333000,19,0
4206,4,3.5,2770,8763,2.0,0,0,3,8,2100,670,2030,7242,1,79,359000,20,0
4207,3,2.5,2100,12338,2.0,0,0,3,9,2100,0,2320,6257,1,54,521900,19,0
4208,4,2.5,2100,6783,2.0,0,0,3,8,2100,0,2100,6192,1,50,303000,13,0
4209,4,2.75,3160,7143,1.5,0,0,3,8,2100,1060,2200,6122,3,56,845000,83,0
4210,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,1990,6012,1,61,590000,57,0
4211,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,2730,5999,1,74,270000,37,0
4212,4,2.0,2100,4857,2.0,0,0,3,8,2100,0,1450,5965,2,80,424000,51,32
4213,4,3.5,2720,6781,2.0,0,0,3,8,2100,620,2280,5942,2,61,365000,17,0
4214,3,2.75,2240,3360,2.0,0,0,3,8,2100,140,1790,5873,2,58,450000,2,0
4215,4,1.75,2100,6613,2.0,0,0,3,8,2100,0,1630,5750,2,53,750000,107,12
4216,4,2.75,2700,6000,2.0,0,0,4,8,2100,600,2050,5400,1,74,749000,106,0
4217,3,2.5,2100,4700,2.0,0,0,3,8,2100,0,2100,4700,2,61,470000,17,0
4218,4,2.5,2100,4237,2.0,0,0,3,8,2100,0,2100,4575,1,57,268500,10,0
4219,3,2.25,2100,3000,2.0,0,0,3,7,2100,0,1650,4500,2,62,495000,20,0
4220,3,1.75,2100,5000,1.5,0,0,3,8,2100,0,1830,4200,1,58,700000,100,0
4221,3,2.5,2100,5824,2.0,0,2,3,8,2100,0,1890,4140,1,67,505000,17,0
4222,4,2.75,2880,4000,1.5,0,0,3,9,2100,780,2110,4000,3,65,755000,104,16
4223,4,2.25,2100,2500,3.0,0,0,3,8,2100,0,1660,4000,3,68,650000,15,0
4224,4,2.5,2100,3916,2.0,0,0,3,8,2100,0,2100,3916,1,78,346000,7,0
4225,3,2.5,2100,5060,2.0,0,0,3,7,2100,0,1520,2468,3,67,477000,10,0
4226,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1260,2178,1,60,840000,110,2
4227,5,2.5,2093,10350,1.5,0,0,5,7,2093,0,1520,10350,3,71,300000,53,0
4228,3,1.75,2092,250905,1.0,0,0,3,7,2092,0,2092,217800,1,68,390000,35,0
4229,4,2.0,2090,40419,1.0,0,0,4,7,2090,0,2380,63162,2,64,460000,32,0
4230,4,2.25,2090,45738,2.0,0,0,3,8,2090,0,3420,45738,1,67,600000,29,0
4231,3,2.25,2440,47916,2.0,0,0,3,8,2090,350,2150,24000,1,73,485000,25,0
4232,3,2.0,2090,42689,1.5,0,0,3,7,2090,0,1890,18276,3,70,499000,57,18
4233,4,2.25,2090,10869,2.0,0,0,3,8,2090,0,1800,17788,1,74,490000,46,0
4234,6,3.5,4010,16200,1.0,0,0,3,8,2090,1920,3560,16200,1,72,1650000,61,26
4235,5,3.0,3720,25474,2.0,0,4,3,9,2090,1630,1870,14547,3,79,500000,30,0
4236,3,2.25,2090,15000,1.0,0,0,3,7,2090,0,1690,14400,2,66,383000,55,0
4237,3,2.5,2090,12027,2.0,0,0,3,8,2090,0,2090,12666,1,80,327500,25,0
4238,3,2.25,2090,12112,2.0,0,0,3,8,2090,0,1760,12112,3,55,562100,33,0
4239,5,3.5,4330,11979,1.0,0,4,3,12,2090,2240,4320,12000,3,73,3170000,8,0
4240,4,2.5,2090,5040,2.0,0,0,3,9,2090,0,1430,12000,1,71,388000,2,0
4241,4,2.5,2090,10306,2.0,0,0,3,10,2090,0,2660,11481,1,53,632500,30,0
4242,4,2.0,2090,10800,1.0,0,0,4,7,2090,0,2090,10800,1,69,659000,65,0
4243,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,2540,10270,3,51,1100000,30,0
4244,3,1.75,2090,12026,1.0,0,0,4,7,2090,0,1700,9496,2,72,248500,68,0
4245,4,2.75,2090,9240,1.0,0,0,4,6,2090,0,1460,9240,3,76,325000,67,0
4246,3,2.0,2090,15790,1.0,0,0,3,9,2090,0,1820,8770,3,60,560000,24,0
4247,3,2.5,2090,7163,2.0,0,0,3,8,2090,0,2320,8634,2,75,299500,27,0
4248,4,1.5,2890,9000,2.0,0,4,3,8,2090,800,2550,8400,1,54,910000,77,0
4249,4,2.75,2090,8064,2.0,0,0,5,7,2090,0,1460,8400,2,72,710000,49,0
4250,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1660,8155,1,70,699000,60,19
4251,3,2.5,2090,8505,2.0,0,0,3,8,2090,0,1640,8100,1,53,499000,65,39
4252,3,1.75,2090,7505,1.0,0,0,3,7,2090,0,1510,7416,1,57,424950,49,0
4253,4,2.5,2090,5289,2.0,0,0,3,8,2090,0,2080,7109,2,51,349950,27,0
4254,3,2.5,2090,8653,2.0,0,0,3,8,2090,0,2090,6396,3,80,455000,27,0
4255,3,2.5,2090,6045,2.0,0,0,3,8,2090,0,2040,6392,1,71,415000,16,0
4256,4,2.5,2090,6906,2.0,0,0,4,8,2090,0,2090,6370,3,55,601000,24,0
4257,3,2.75,2090,8354,2.0,0,0,3,8,2090,0,2280,6348,1,60,403000,4,0
4258,4,2.5,2090,6667,2.0,0,0,3,8,2090,0,2250,6165,2,65,405000,19,0
4259,4,2.75,2990,7389,1.5,0,0,4,8,2090,900,2510,6157,1,77,1080000,93,0
4260,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,2090,6023,3,69,545000,26,0
4261,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,2730,6000,3,53,1370000,88,0
4262,3,2.25,2090,8095,2.0,0,2,3,10,2090,0,1940,5635,1,62,550000,28,0
4263,2,2.0,2090,6000,2.0,0,1,3,7,2090,0,1600,5400,1,69,477500,98,31
4264,4,2.5,2090,5195,2.0,0,0,3,7,2090,0,2090,5236,1,74,300000,9,0
4265,3,2.25,2390,4590,2.0,0,0,3,8,2090,300,2280,5179,3,56,980000,75,18
4266,3,2.5,2090,4700,2.0,0,0,3,8,2090,0,2740,5040,1,64,289000,14,0
4267,5,2.5,2090,4698,2.0,0,0,3,7,2090,0,2070,4698,2,54,315000,18,0
4268,5,3.0,2870,4369,2.0,0,0,3,8,2090,780,2640,4610,3,67,540000,9,0
